PeriodId,JITSofia-116
3,0
7,0
8,0
9,0
10,0
11,0
12,470.029118116534
13,0
14,53.4572138401579
15,42.7458163702882
16,45.9489149617609
17,49.80754871635
18,89.5605936392504
19,78.7079967356777
20,70.9813517711837
21,71.544153628059
22,87.2004006332731
23,72.831971594896
24,80.938584542043
25,102.772478397653
26,71.6316118181867
27,82.2977749540549
28,74.643228737327
29,97.8711581890287
30,91.6611683422865
31,79.3599613030058
32,76.2686805373703
33,82.1310160695517
34,84.2190993579294
35,129.600863181211
Median,73.7376001661115
Average,73.7376001661115
