PeriodId,JITSofia-116
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,-0.571428571428567
15,-2.85714285714286
16,-1.10294117647058
17,4.47284345047922
18,7.02341137123745
19,4.16197975253094
20,-1.47286821705427
21,-3.53798126951093
22,-5.4176072234763
23,-2.66990291262136
24,-3.28282828282829
25,-8.76068376068376
26,-0.624219725343322
27,-4.38047559449312
28,-3.625
29,-1.44927536231884
30,-5.54913294797688
31,0.125156445556951
32,10.5150214592275
33,8.64745011086474
34,20.8974358974359
35,10.8387096774194
Median,0
Average,0
