PeriodId,JITSofia-124
3,0
7,0
8,0
9,0
10,0
11,0
12,12
13,0
14,0.571428571428578
15,-2.14285714285715
16,-0.367647058823528
17,1.91693290734825
18,6.0200668896321
19,0.562429696287969
20,-2.71317829457365
21,-3.74609781477627
22,-6.77200902934537
23,-1.94174757281553
24,-7.7020202020202
25,-12.9273504273504
26,-5.99250936329588
27,-7.25907384230288
28,-6.49999999999999
29,-8.30039525691699
30,-11.2138728323699
31,-4.63078848560701
32,3.43347639484979
33,2.54988913525498
34,12.8205128205128
35,5.54838709677419
Median,0
Average,0
