PeriodId,JITSofia-124
8,100
10,0
11,33.3333333333333
12,25
13,-40.4761904761905
14,-26.3157894736842
15,38.8888888888889
16,-32
17,-31.5068493150685
18,-26.9662921348315
19,-13.7254901960784
20,-13.8709677419355
21,-12.8266033254157
22,-11.0047846889952
23,-7.44985673352435
24,11.1876075731497
25,22.0379146919431
26,14.7540983606557
27,10.7586206896552
29,-6.26836434867777
30,-4.58295142071494
31,1.40845070422535
32,-0.250626566416046
33,3.09677419354839
34,-17.8489702517162
35,2.78969957081545
Median,-2.41678899356549
Average,-2.41678899356549
