PeriodId,RetentionRec-98
4,54.371637308561
5,37.3894590203915
6,35.1347825197297
7,33.0467667720501
8,22.9208945677936
9,13.5420525849727
10,11.6876259664067
11,15.6742449544611
12,10.7911367358311
13,12.8025182699444
14,9.39985298236041
15,11.5153503442507
16,14.2490902251971
17,26.470532683411
18,78.7186461596953
19,45.0066660547157
20,80.9073594074818
Median,22.9208945677936
Average,22.9208945677936
