PeriodId,RetentionRec-98
4,6.66666666666667
5,4
6,-23.8938053097345
7,-21.6981132075472
8,-37.7358490566038
9,0
10,-5.88235294117647
11,16.25
12,-13.3333333333333
13,-35.5769230769231
14,-15
15,-28.7234042553192
16,-36.6666666666667
17,-46.6292134831461
18,-43.1506849315068
19,-51.0526315789474
20,-50
Median,-23.8938053097345
Average,-23.8938053097345
