PeriodId,Sofia-129
4,14.0243902439024
5,13.1715771230503
6,6.20915032679739
7,2.03619909502262
8,1.36363636363637
9,2.78293135435992
10,7.32142857142857
11,2.75027502750276
12,0.339750849377118
13,3.3065236818588
14,4.03309203722855
15,6.93333333333332
16,8.36363636363637
17,12.6833477135462
18,1.88679245283019
19,6.78191489361701
20,-1.31172839506173
Median,4.03309203722855
Average,4.03309203722855
