PeriodId,Sofia-129
4,0
5,-8
6,-34.5132743362832
7,-34.9056603773585
8,-48.1132075471698
9,-18.5567010309278
10,-29.4117647058823
11,-5
12,-21.1111111111111
13,-50.9615384615385
14,-33.3333333333333
15,-48.936170212766
16,-54.1666666666667
17,-55.0561797752809
18,-51.3698630136986
19,-56.3157894736842
20,-54.9107142857143
Median,-34.9056603773585
Average,-34.9056603773585
