PeriodId,RevOwnRec-111
1,100
2,14.2857142857143
3,535.294117647059
4,268.75
5,10.3975535168196
6,23.8683127572017
7,12.7906976744186
8,112.820512820513
9,31.858407079646
10,15.7608695652174
11,-14.4
12,-14.5669291338583
13,-12.565445026178
14,-12.3636363636364
15,-16.0409556313993
16,-17.0454545454545
17,-37.940379403794
18,-38.4810126582279
19,-42.6966292134831
Median,10.3975535168196
Average,10.3975535168196
